scaffold	phylum	count	all.phylum.assignments	class	all.class.assignments
84657	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria
17348	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
73139	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
85739	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
92221	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria
97019	Proteobacteria	1	Proteobacteria	NA	NA
65453	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	NA;Alphaproteobacteria;Alphaproteobacteria
442	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	NA	NA
5524	Proteobacteria	2	Proteobacteria;Proteobacteria	NA	NA
22619	Proteobacteria	6	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria
28127	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
16668	Deinococcus-Thermus	2	Deinococcus-Thermus;Deinococcus-Thermus	Deinococci	Deinococci;Deinococci
19871	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
46752	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
75693	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
886	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
9806	Proteobacteria	1	Proteobacteria	NA	NA
2835	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;NA
57343	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
60787	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
12017	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
74782	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
6978	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
8227	unclassified Bacteria	1	unclassified Bacteria	NA	NA
2379	unclassified Bacteria	2	unclassified Bacteria;unclassified Bacteria	candidate division TM7	candidate division TM7;candidate division TM7
12563	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
54839	Chloroflexi <phylum>	1	Chloroflexi <phylum>	Caldilineae	Caldilineae
88790	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
41975	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
23184	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
6184	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
27944	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	NA	NA
91789	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
10092	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
74550	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
41864	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
23879	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
39025	Firmicutes	1	Firmicutes	Bacilli	Bacilli
17016	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
21896	Proteobacteria	1	Proteobacteria	NA	NA
17758	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
894	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
59339	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
2127	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
51507	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
51133	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
53772	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
3768	Proteobacteria	2	Proteobacteria;Proteobacteria	NA	NA
385	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
80926	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
69714	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
58353	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
40893	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
82813	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
30372	Chloroflexi <phylum>	1	Chloroflexi <phylum>	Caldilineae	Caldilineae
25821	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
15447	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
12408	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
78066	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
54478	Deinococcus-Thermus	3	Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus	Deinococci	Deinococci;Deinococci;Deinococci
17281	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
50583	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
2101	Proteobacteria	1	Proteobacteria	NA	NA
52613	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
63998	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria
41632	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
92941	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
7122	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria
3797	Proteobacteria	1	Proteobacteria	NA	NA
23249	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
62126	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
52639	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
12325	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
10928	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
43093	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
4706	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	NA;Betaproteobacteria;Betaproteobacteria
780	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
7470	Proteobacteria	5	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria
46554	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
3334	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
34705	unclassified Bacteria	2	NA;unclassified Bacteria	candidate division TM7	NA;candidate division TM7
1433	Proteobacteria	1	Proteobacteria	NA	NA
71893	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;NA
89524	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
34274	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
53627	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
90499	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
61099	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
5481	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
22450	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
26741	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
61136	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
74989	Actinobacteria <phylum>	1	Actinobacteria <phylum>	NA	NA
70348	Deinococcus-Thermus	1	Deinococcus-Thermus	Deinococci	Deinococci
24603	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
1072	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
79796	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
17063	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
17059	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
25268	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
72885	Bacteroidetes/Chlorobi group	7	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
13528	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
71711	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
1391	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
5736	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
7417	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
21118	Proteobacteria	7	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria
27585	Firmicutes	1	Firmicutes	Bacilli	Bacilli
7532	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
61652	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
58654	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
51230	Proteobacteria	4	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;NA;Gammaproteobacteria
47812	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
85180	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
2562	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
3951	Bacteroidetes/Chlorobi group	6	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
22349	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
84837	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
33040	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
13822	Proteobacteria	1	Proteobacteria	NA	NA
54063	Proteobacteria	2	Proteobacteria;Proteobacteria	NA	NA
42619	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	NA;Alphaproteobacteria;Alphaproteobacteria
60545	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
82939	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
1783	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
44410	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
38437	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
503	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
49982	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
73325	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
93070	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
37689	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
44081	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
14560	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
12385	Bacteroidetes/Chlorobi group	13	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;NA
9252	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
78435	Proteobacteria	1	Proteobacteria	NA	NA
11522	Proteobacteria	1	Proteobacteria	NA	NA
338	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
23509	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
28281	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
3105	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
576	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
55159	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
59704	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
62996	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
67231	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
4584	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
484	Actinobacteria <phylum>	28	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria
9436	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
37968	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
33429	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
72406	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
1078	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	NA	NA
22499	Proteobacteria	2	Proteobacteria;Proteobacteria	NA	NA
36848	Deinococcus-Thermus	1	Deinococcus-Thermus	Deinococci	Deinococci
28418	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
35118	Actinobacteria <phylum>	4	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria
81527	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
21509	Proteobacteria	2	Proteobacteria;Proteobacteria	NA	NA
85576	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
74475	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
23347	Bacteroidetes/Chlorobi group	4	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
4370	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
96330	Proteobacteria	1	Proteobacteria	NA	NA
24198	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
1196	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
11418	Proteobacteria	4	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria
69006	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
19384	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
2635	Proteobacteria	2	Proteobacteria;Proteobacteria	NA	NA
9304	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
20647	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
25085	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
41924	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	NA;Betaproteobacteria
21583	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
18700	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
13215	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria
9621	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
85569	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
8425	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	NA;Betaproteobacteria;Betaproteobacteria
55073	Bacteroidetes/Chlorobi group	18	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
