scaffold	phylum	count	all.phylum.assignments	class	all.class.assignments
32038	Actinobacteria <phylum>	4	NA;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	NA;Actinobacteria;Actinobacteria;Actinobacteria
93008	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
1062	Proteobacteria	13	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria
51127	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
29497	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
45291	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
41070	Proteobacteria	9	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	NA;NA;NA;NA;NA;NA;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria
20429	Proteobacteria	15	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	NA;NA;NA;NA;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria
12035	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
43414	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
19089	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
445	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
57191	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
56990	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
72115	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
36672	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
35535	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
9487	Proteobacteria	5	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria
51255	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
79025	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
80123	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
86213	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
8320	Proteobacteria	41	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria
11694	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
9898	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
83810	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
48346	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
92789	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
32492	Chloroflexi <phylum>	7	NA;NA;Chloroflexi <phylum>;Chloroflexi <phylum>;Chloroflexi <phylum>;Chloroflexi <phylum>;NA	Caldilineae	NA;NA;Caldilineae;Caldilineae;Caldilineae;Caldilineae;NA
96649	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
30309	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
82843	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
41130	Proteobacteria	1	Proteobacteria	NA	NA
13041	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;Gammaproteobacteria
65920	Firmicutes	2	NA;Firmicutes	NA	NA
49105	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	NA	NA
36812	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
27211	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria;Betaproteobacteria
45926	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
4592	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
70749	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
36890	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
13674	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
2035	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
51283	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
13153	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
36894	Deinococcus-Thermus	2	Deinococcus-Thermus;Deinococcus-Thermus	Deinococci	Deinococci;Deinococci
50972	Nitrospirae	2	Nitrospirae;Nitrospirae	Nitrospira <class>	Nitrospira <class>;Nitrospira <class>
8576	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
34513	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;NA;Actinobacteria
32836	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
12616	Bacteroidetes/Chlorobi group	5	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
69757	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
28376	Fibrobacteres/Acidobacteria group	1	Fibrobacteres/Acidobacteria group	NA	NA
66867	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
84232	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria
85592	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
8216	Proteobacteria	1	Proteobacteria	NA	NA
23862	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
20296	Proteobacteria	6	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	NA;NA;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria
11717	Proteobacteria	1	Proteobacteria	NA	NA
24315	Firmicutes	4	Chloroflexi <phylum>;Firmicutes;Firmicutes;NA	NA	NA
21834	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	NA;Betaproteobacteria;Betaproteobacteria
62103	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
94213	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
10228	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;Gammaproteobacteria
58844	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
48108	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
59689	Bacteroidetes/Chlorobi group	4	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
22793	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
73192	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
48965	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
95567	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
96082	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
5639	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
7269	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
61703	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
89883	unclassified Bacteria	2	unclassified Bacteria;unclassified Bacteria	candidate division TM7	candidate division TM7;candidate division TM7
37775	Proteobacteria	1	Proteobacteria	NA	NA
74714	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
8144	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
22973	Actinobacteria <phylum>	1	Actinobacteria <phylum>	NA	NA
52714	Proteobacteria	1	Proteobacteria	NA	NA
65654	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
38169	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
53164	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
55124	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
38327	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
22740	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
31235	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
9614	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
33720	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
20886	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
62190	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria;Betaproteobacteria
4053	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
15436	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
15358	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
35180	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
2267	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
10264	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
5071	Proteobacteria	1	Proteobacteria	NA	NA
82317	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
50244	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
4545	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
17634	Nitrospirae	1	Nitrospirae	Nitrospira <class>	Nitrospira <class>
85124	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
3545	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
34385	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
36671	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
29617	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
35176	Proteobacteria	1	Proteobacteria	NA	NA
8864	Bacteroidetes/Chlorobi group	4	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
91020	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
16167	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
23167	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
83221	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
74079	Bacteroidetes/Chlorobi group	4	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
48259	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
1108	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
15924	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
2282	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
86986	Proteobacteria	1	Proteobacteria	NA	NA
14533	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
2529	Firmicutes	1	Firmicutes	Clostridia	Clostridia
61193	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
64184	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
31957	Deinococcus-Thermus	1	Deinococcus-Thermus	Deinococci	Deinococci
80540	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
29481	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
61118	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
19758	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
96961	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
68432	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
92833	Proteobacteria	1	Proteobacteria	NA	NA
39087	Deinococcus-Thermus	1	Deinococcus-Thermus	Deinococci	Deinococci
84394	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	NA;Alphaproteobacteria
29654	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
60506	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
2645	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
55337	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
57021	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
69622	Firmicutes	1	Firmicutes	Clostridia	Clostridia
3857	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
3173	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
25115	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
11534	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
2197	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
14615	Proteobacteria	1	Proteobacteria	NA	NA
22496	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
21259	Proteobacteria	1	Proteobacteria	NA	NA
6972	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
4318	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
57663	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
55983	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
1326	Bacteroidetes/Chlorobi group	19	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;NA;NA
645	Proteobacteria	1	Proteobacteria	NA	NA
29698	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
21220	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
18708	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
47288	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
9789	Proteobacteria	2	Proteobacteria;Proteobacteria	NA	NA
41207	Actinobacteria <phylum>	4	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria
23567	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
1176	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
28489	unclassified Bacteria	4	Proteobacteria;unclassified Bacteria;unclassified Bacteria;unclassified Bacteria	candidate division TM7	delta/epsilon subdivisions;candidate division TM7;candidate division TM7;candidate division TM7
73434	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
83345	Proteobacteria	1	Proteobacteria	NA	NA
91672	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
71874	Bacteroidetes/Chlorobi group	4	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
54226	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
19486	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
94237	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
56836	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
8710	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
20267	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
32408	Proteobacteria	1	Proteobacteria	NA	NA
687	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
42323	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
39755	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
42965	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;Gammaproteobacteria
9645	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
92883	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
56900	Proteobacteria	7	NA;NA;NA;NA;NA;Proteobacteria;NA	delta/epsilon subdivisions	NA;NA;NA;NA;NA;delta/epsilon subdivisions;NA
19094	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
72458	Actinobacteria <phylum>	1	Actinobacteria <phylum>	NA	NA
53693	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
1344	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
8357	Bacteroidetes/Chlorobi group	11	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
83145	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
77528	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
5467	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
73083	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
65834	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
71186	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
13087	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
39493	Deinococcus-Thermus	1	Deinococcus-Thermus	Deinococci	Deinococci
56691	Nitrospirae	2	Nitrospirae;Nitrospirae	Nitrospira <class>	Nitrospira <class>;Nitrospira <class>
59568	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
1099	Actinobacteria <phylum>	6	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria
40738	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
7779	Proteobacteria	2	Proteobacteria;NA	Betaproteobacteria	Betaproteobacteria;NA
55874	Proteobacteria	1	Proteobacteria	NA	NA
45175	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
6150	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
61105	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
27678	Proteobacteria	2	Proteobacteria;Proteobacteria	NA	NA
9410	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
37868	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
58677	Deinococcus-Thermus	1	Deinococcus-Thermus	Deinococci	Deinococci
53285	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
19775	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
71892	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
26621	Proteobacteria	6	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	NA;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria
2693	Proteobacteria	1	Proteobacteria	NA	NA
26248	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria
45081	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
48153	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
52661	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
